carat,cut,color,clarity,depth,table,price,x,y,z,log_price,cut_encoded,color_encoded,clarity_encoded
1.52,Premium,D,SI2,60.2,60.0,8897,7.46,7.4,4.47,9.093469420244768,3,6,1
1.63,Premium,I,VS1,60.9,58.0,8900,7.63,7.58,4.63,9.093806555720231,3,1,4
1.72,Ideal,J,SI1,62.0,57.0,8900,7.66,7.62,4.74,9.093806555720231,4,0,2
1.25,Good,G,VS1,63.4,55.0,8901,6.87,6.92,4.37,9.093918908958932,1,3,4
1.66,Very Good,I,SI1,63.0,57.0,8901,7.45,7.5,4.71,9.093918908958932,2,1,2
1.21,Good,E,VS1,61.7,58.0,8902,6.73,6.78,4.17,9.0940312495758,1,5,4
1.15,Ideal,F,VVS2,62.1,55.0,8903,6.74,6.69,4.17,9.094143577573671,4,4,5
1.51,Good,H,VS2,63.6,61.0,8904,7.08,7.03,4.49,9.094255892955381,1,2,3
1.6,Ideal,J,VS1,62.1,57.0,8904,7.46,7.54,4.66,9.094255892955381,4,0,4
1.01,Premium,F,VVS2,59.9,58.0,8905,6.54,6.49,3.9,9.094368195723762,3,4,5
1.24,Very Good,F,VS2,60.9,60.0,8907,6.96,6.93,4.23,9.09459276343187,2,4,3
1.5,Ideal,I,SI1,61.8,57.0,8907,7.3,7.34,4.53,9.09459276343187,4,1,2
1.5,Good,E,SI2,63.0,59.0,8910,7.18,7.24,4.54,9.094929520464856,1,5,1
1.5,Good,E,SI2,63.9,58.0,8910,7.21,7.26,4.62,9.094929520464856,1,5,1
1.5,Good,I,VS1,63.3,58.0,8910,7.19,7.24,4.57,9.094929520464856,1,1,4
1.0,Very Good,E,VVS2,63.5,55.0,8910,6.36,6.31,4.02,9.094929520464856,2,5,5
1.7,Ideal,D,SI2,60.7,56.0,8911,7.78,7.71,4.7,9.09504174761272,4,6,1
1.2,Premium,G,VS1,62.0,58.0,8911,6.76,6.73,4.18,9.09504174761272,3,3,4
1.53,Premium,I,SI1,62.9,59.0,8911,7.36,7.32,4.62,9.09504174761272,3,1,2
1.53,Premium,I,SI1,60.8,59.0,8911,7.54,7.49,4.57,9.09504174761272,3,1,2
1.53,Premium,I,SI1,61.5,59.0,8911,7.39,7.32,4.52,9.09504174761272,3,1,2
1.14,Very Good,F,VVS2,63.3,56.0,8912,6.56,6.71,4.2,9.095153962167066,2,4,5
1.01,Very Good,E,VVS2,63.3,58.0,8912,6.39,6.31,4.02,9.095153962167066,2,5,5
1.27,Ideal,G,VS2,62.0,58.0,8915,6.89,6.95,4.29,9.09549053029724,4,3,3
1.3,Ideal,H,VS1,61.3,59.0,8915,6.97,7.03,4.29,9.09549053029724,4,2,4
1.52,Good,H,SI1,64.1,59.0,8915,7.11,7.18,4.58,9.09549053029724,1,2,2
1.51,Very Good,E,SI2,60.6,58.0,8916,7.41,7.43,4.5,9.095602694505759,2,5,1
1.54,Premium,I,VS2,61.7,59.0,8917,7.4,7.34,4.55,9.095714846134879,3,1,3
1.51,Very Good,I,VS1,61.1,63.0,8918,7.38,7.32,4.49,9.095826985187422,2,1,4
1.23,Premium,G,VS1,61.3,58.0,8919,6.89,6.87,4.22,9.095939111666207,3,3,4
1.23,Ideal,H,VVS1,61.4,56.0,8920,6.89,6.91,4.24,9.096051225574055,4,2,6
1.5,Good,I,VS2,61.3,61.0,8920,7.31,7.38,4.5,9.096051225574055,1,1,3
1.04,Ideal,G,IF,62.1,54.0,8921,6.53,6.55,4.06,9.096163326913784,4,3,7
1.01,Very Good,F,VVS2,62.3,56.0,8922,6.38,6.42,3.99,9.09627541568821,2,4,5
1.01,Very Good,F,VVS2,61.8,58.0,8922,6.44,6.48,3.99,9.09627541568821,2,4,5
1.31,Ideal,G,VS2,61.9,56.0,8922,7.05,7.08,4.37,9.09627541568821,4,3,3
1.54,Ideal,G,SI2,62.3,60.0,8923,7.29,7.34,4.56,9.09638749190015,4,3,1
1.0,Premium,F,VVS2,60.6,54.0,8924,6.56,6.52,3.96,9.096499555552423,3,4,5
1.0,Premium,F,VVS2,60.6,54.0,8924,6.56,6.52,3.96,9.096499555552423,3,4,5
1.59,Ideal,J,VS1,62.1,55.0,8925,7.47,7.51,4.65,9.09661160664784,4,0,4
1.39,Premium,F,SI1,62.4,59.0,8925,7.14,7.09,4.44,9.09661160664784,3,4,2
1.36,Ideal,G,SI1,61.0,56.0,8927,7.17,7.2,4.38,9.096835671179361,4,3,2
1.27,Very Good,F,VS2,60.7,61.0,8928,6.97,7.01,4.24,9.096947684621092,2,4,3
1.28,Ideal,H,VVS1,61.3,55.0,8928,7.01,7.06,4.31,9.096947684621092,4,2,6
1.2,Very Good,G,VVS1,63.3,59.0,8928,6.72,6.64,4.23,9.096947684621092,2,3,6
1.24,Very Good,F,VS2,59.6,59.0,8929,7.0,7.07,4.19,9.097059685517216,2,4,3
1.51,Premium,J,VVS2,62.5,59.0,8930,7.34,7.29,4.57,9.097171673870545,3,0,5
1.51,Premium,J,VVS2,62.9,58.0,8930,7.33,7.21,4.57,9.097171673870545,3,0,5
1.51,Premium,J,VVS2,62.6,59.0,8930,7.33,7.31,4.58,9.097171673870545,3,0,5
1.34,Ideal,D,SI1,62.2,57.0,8930,7.07,6.95,4.36,9.097171673870545,4,6,2
1.5,Very Good,H,SI1,62.9,57.0,8931,7.24,7.28,4.57,9.097283649683886,2,2,2
1.05,Ideal,G,VVS1,61.2,57.0,8931,6.54,6.57,4.01,9.097283649683886,4,3,6
1.1,Ideal,G,VVS2,62.0,56.0,8932,6.68,6.64,4.13,9.097395612960048,4,3,5
1.5,Very Good,H,VS2,61.5,57.0,8936,7.32,7.37,4.52,9.097843340749037,2,2,3
1.58,Premium,H,VS2,60.5,58.0,8936,7.57,7.54,4.57,9.097843340749037,3,2,3
1.2,Premium,G,VS1,63.0,61.0,8938,6.62,6.59,4.16,9.098067129493398,3,3,4
1.52,Fair,F,SI2,56.3,64.0,8938,7.68,7.62,4.31,9.098067129493398,0,4,1
1.52,Very Good,I,VS2,63.3,61.0,8938,7.27,7.23,4.59,9.098067129493398,2,1,3
1.02,Very Good,F,VVS2,62.9,59.0,8940,6.37,6.42,4.02,9.09829086816756,2,4,5
1.27,Very Good,G,VVS2,62.5,57.0,8941,6.86,6.91,4.3,9.098402718735318,2,3,5
1.25,Very Good,G,VS2,62.2,57.0,8941,6.84,6.88,4.27,9.098402718735318,2,3,3
1.26,Ideal,H,VVS2,61.8,56.0,8941,6.9,6.93,4.28,9.098402718735318,4,2,5
1.01,Good,D,VVS2,63.5,57.0,8943,6.32,6.35,4.02,9.09862638234618,1,6,5
1.01,Good,D,VVS2,63.7,57.0,8943,6.29,6.36,4.03,9.09862638234618,1,6,5
1.53,Ideal,J,VS1,62.4,54.0,8943,7.34,7.38,4.59,9.09862638234618,4,0,4
1.04,Premium,F,VVS2,62.5,58.0,8946,6.46,6.37,4.01,9.098961783992793,3,4,5
1.05,Ideal,G,VVS1,60.7,55.0,8946,6.6,6.65,4.02,9.098961783992793,4,3,6
1.17,Ideal,G,VVS2,61.7,55.0,8947,6.74,6.77,4.17,9.099073559547596,4,3,5
2.01,Very Good,J,SI2,59.3,63.0,8949,8.28,8.22,4.89,9.099297073182859,2,0,1
1.0,Very Good,F,VVS2,63.0,59.0,8950,6.33,6.36,4.0,9.099408811268901,2,4,5
1.21,Ideal,H,VVS2,61.3,56.0,8950,6.85,6.89,4.21,9.099408811268901,4,2,5
1.22,Premium,D,VS2,59.6,60.0,8950,6.97,6.95,4.15,9.099408811268901,3,6,3
1.39,Very Good,H,VS2,59.5,61.0,8951,7.27,7.33,4.34,9.099520536870939,2,2,3
1.51,Ideal,H,SI2,61.9,56.0,8951,7.31,7.36,4.54,9.099520536870939,4,2,1
1.51,Good,I,VS2,62.2,59.0,8951,7.19,7.3,4.51,9.099520536870939,1,1,3
1.51,Very Good,I,VS2,63.0,60.0,8952,7.25,7.3,4.58,9.09963224999176,2,1,3
1.33,Very Good,G,VS2,61.7,59.0,8953,7.04,7.09,4.36,9.099743950634156,2,3,3
1.14,Ideal,F,VS1,61.1,55.0,8953,6.74,6.78,4.13,9.099743950634156,4,4,4
1.06,Ideal,F,VVS2,62.1,57.0,8954,6.5,6.54,4.05,9.09985563880091,4,4,5
1.56,Premium,H,SI2,58.8,59.0,8954,7.64,7.6,4.48,9.09985563880091,3,2,1
1.64,Fair,E,SI2,63.1,60.0,8954,7.58,7.5,4.75,9.09985563880091,0,5,1
1.3,Ideal,H,VVS2,61.5,55.0,8954,7.07,7.03,4.34,9.09985563880091,4,2,5
1.03,Ideal,G,VVS1,59.9,61.0,8955,6.56,6.63,3.95,9.099967314494812,4,3,6
1.02,Ideal,G,IF,62.3,57.0,8955,6.43,6.5,4.03,9.099967314494812,4,3,7
1.01,Good,F,VVS2,61.1,65.0,8956,6.38,6.42,3.91,9.100078977718645,1,4,5
1.01,Ideal,G,IF,62.2,61.0,8957,6.34,6.4,3.96,9.100190628475195,4,3,7
1.0,Ideal,F,VVS2,61.7,53.0,8958,6.46,6.48,3.99,9.100302266767246,4,4,5
1.23,Premium,F,VS2,60.8,59.0,8959,6.9,6.94,4.21,9.100413892597578,3,4,3
1.1,Ideal,D,VS2,62.0,56.0,8959,6.58,6.61,4.09,9.100413892597578,4,6,3
1.55,Ideal,J,VS1,59.5,60.0,8959,7.53,7.56,4.49,9.100413892597578,4,0,4
1.26,Ideal,H,VS1,61.0,57.0,8959,6.97,7.03,4.27,9.100413892597578,4,2,4
1.0,Good,E,VVS2,57.8,61.0,8960,6.55,6.46,3.76,9.100525505968976,1,5,5
1.12,Very Good,G,IF,60.9,57.0,8962,6.68,6.79,4.1,9.100748695346088,2,3,7
1.2,Premium,F,VS2,62.8,59.0,8964,6.78,6.69,4.23,9.100971834920818,3,4,3
1.54,Premium,G,SI2,61.5,61.0,8969,7.42,7.35,4.54,9.101529466118004,3,3,1
1.21,Very Good,D,VS2,62.6,59.0,8969,6.72,6.79,4.23,9.101529466118004,2,6,3
1.54,Premium,I,SI1,60.8,61.0,8969,7.48,7.41,4.53,9.101529466118004,3,1,2
1.54,Premium,G,SI2,62.4,57.0,8969,7.39,7.36,4.6,9.101529466118004,3,3,1
1.43,Ideal,G,SI1,62.6,57.0,8969,7.18,7.14,4.48,9.101529466118004,4,3,2
1.23,Ideal,G,VS1,61.4,56.0,8970,6.91,6.96,4.26,9.101640955052842,4,3,4
1.09,Ideal,G,VVS2,61.5,57.0,8970,6.62,6.65,4.08,9.101640955052842,4,3,5
1.23,Premium,G,VVS2,59.6,59.0,8971,6.98,6.95,4.15,9.101752431559284,3,3,5
1.01,Ideal,F,VVS2,61.6,56.0,8971,6.43,6.49,3.98,9.101752431559284,4,4,5
1.53,Ideal,I,SI1,61.9,54.0,8971,7.43,7.5,1.53,9.101752431559284,4,1,2
1.03,Ideal,E,VVS2,61.9,57.0,8972,6.5,6.46,4.01,9.101863895640099,4,5,5
1.51,Very Good,G,SI2,61.7,54.0,8973,7.37,7.41,4.56,9.101975347298058,2,3,1
1.12,Good,G,IF,59.6,56.0,8973,6.8,6.85,4.07,9.101975347298058,1,3,7
1.5,Very Good,I,VS2,60.1,60.0,8974,7.38,7.35,4.43,9.102086786535928,2,1,3
1.22,Very Good,G,VVS2,61.9,58.0,8975,6.84,6.85,4.24,9.10219821335648,2,3,5
0.31,Very Good,G,VS1,62.9,57.0,625,4.3,4.32,2.71,6.437751649736401,2,3,4
0.31,Very Good,H,VVS2,61.9,58.0,625,4.3,4.33,2.67,6.437751649736401,2,2,5
0.31,Ideal,G,VS1,61.0,55.0,625,4.39,4.43,2.69,6.437751649736401,4,3,4
0.31,Premium,F,VS2,61.6,58.0,625,4.35,4.38,2.69,6.437751649736401,3,4,3
0.31,Ideal,H,VVS2,62.3,55.0,625,4.36,4.37,2.72,6.437751649736401,4,2,5
0.31,Ideal,F,VS2,60.8,57.0,625,4.36,4.39,2.66,6.437751649736401,4,4,3
0.31,Premium,H,VVS2,61.4,59.0,625,4.35,4.38,2.68,6.437751649736401,3,2,5
0.31,Ideal,F,VS2,62.1,57.0,625,4.34,4.36,2.7,6.437751649736401,4,4,3
0.31,Premium,H,VVS2,62.6,60.0,625,4.29,4.33,2.7,6.437751649736401,3,2,5
0.31,Premium,F,VS2,61.3,59.0,625,4.31,4.34,2.65,6.437751649736401,3,4,3
0.31,Premium,G,VS1,61.8,59.0,625,4.32,4.35,2.68,6.437751649736401,3,3,4
0.31,Very Good,G,VS1,60.8,61.0,625,4.33,4.35,2.64,6.437751649736401,2,3,4
0.31,Ideal,G,VS1,62.5,57.0,625,4.34,4.37,2.72,6.437751649736401,4,3,4
0.31,Ideal,G,VS1,61.4,56.0,625,4.36,4.37,2.68,6.437751649736401,4,3,4
0.31,Ideal,F,VS2,61.9,54.0,625,4.35,4.38,2.7,6.437751649736401,4,4,3
0.31,Very Good,H,VVS2,61.9,58.0,625,4.33,4.36,2.69,6.437751649736401,2,2,5
0.31,Ideal,H,VVS2,62.4,56.0,625,4.34,4.38,2.72,6.437751649736401,4,2,5
0.31,Good,G,VS1,63.7,56.0,625,4.27,4.3,2.73,6.437751649736401,1,3,4
0.31,Premium,G,VS1,62.4,58.0,625,4.31,4.34,2.7,6.437751649736401,3,3,4
0.31,Very Good,H,VVS2,62.6,58.0,625,4.28,4.31,2.69,6.437751649736401,2,2,5
0.31,Premium,F,VS2,62.0,58.0,625,4.31,4.37,2.69,6.437751649736401,3,4,3
0.31,Premium,F,VS2,62.7,59.0,625,4.3,4.34,2.71,6.437751649736401,3,4,3
0.31,Ideal,F,VS2,62.4,56.0,625,4.31,4.34,2.7,6.437751649736401,4,4,3
0.31,Very Good,F,VS2,62.8,56.0,625,4.28,4.32,2.7,6.437751649736401,2,4,3
0.31,Very Good,F,VS2,61.4,55.0,625,4.32,4.34,2.66,6.437751649736401,2,4,3
0.31,Ideal,F,VS2,61.9,55.0,625,4.37,4.39,2.71,6.437751649736401,4,4,3
0.31,Premium,F,VS2,62.3,59.0,625,4.29,4.34,2.69,6.437751649736401,3,4,3
0.31,Ideal,F,VS2,61.3,57.0,625,4.3,4.34,2.65,6.437751649736401,4,4,3
0.31,Premium,F,VS2,61.7,58.0,625,4.34,4.38,2.69,6.437751649736401,3,4,3
0.31,Good,G,VS1,63.2,56.0,625,4.29,4.32,2.72,6.437751649736401,1,3,4
1.51,Good,I,VS1,65.9,56.0,8975,7.02,7.09,4.65,9.10219821335648,1,1,4
1.51,Good,I,VS1,64.0,60.0,8975,7.1,7.19,4.57,9.10219821335648,1,1,4
1.59,Ideal,I,SI2,60.5,55.0,8975,7.62,7.55,4.59,9.10219821335648,4,1,1
1.59,Ideal,D,SI2,61.6,55.0,8975,7.48,7.45,4.6,9.10219821335648,4,6,1
1.01,Good,E,VVS2,63.3,55.0,8976,6.36,6.41,4.04,9.102309627762478,1,5,5
1.1,Ideal,F,VS2,60.7,57.0,8977,6.66,6.7,4.05,9.10242102975669,4,4,3
1.36,Ideal,G,SI1,60.9,56.0,8977,7.15,7.16,4.36,9.10242102975669,4,3,2
1.4,Ideal,H,VS2,63.0,56.0,8977,7.13,7.07,4.47,9.10242102975669,4,2,3
1.61,Premium,I,SI1,62.0,58.0,8978,7.46,7.51,4.64,9.102532419341877,3,1,2
0.9,Ideal,D,VVS1,62.0,56.0,8979,6.16,6.19,3.83,9.102643796520809,4,6,6
1.31,Premium,G,VS2,60.3,59.0,8979,7.12,7.08,4.28,9.102643796520809,3,3,3
1.55,Ideal,G,SI2,60.5,60.0,8981,7.46,7.49,4.52,9.10286651367095,4,3,1
1.51,Ideal,J,SI1,62.0,55.0,8981,7.42,7.31,4.57,9.10286651367095,4,0,2
1.53,Ideal,I,SI1,62.4,57.0,8981,7.33,7.37,4.59,9.10286651367095,4,1,2
1.05,Ideal,E,VVS2,62.4,56.0,8982,6.49,6.52,4.06,9.102977853647683,4,5,5
1.2,Very Good,F,VS1,62.6,59.0,8983,6.64,6.71,4.18,9.103089181229207,2,4,4
1.24,Ideal,F,VS2,61.7,53.0,8983,6.93,6.9,4.27,9.103089181229207,4,4,3
1.21,Ideal,G,VS1,61.4,56.0,8985,6.9,6.84,4.22,9.103311799217659,4,3,4
1.5,Premium,E,SI2,62.7,56.0,8988,7.38,7.33,4.61,9.10364563330522,3,5,1
1.36,Ideal,H,SI1,61.5,56.0,8989,7.12,7.16,4.39,9.103756886573398,4,2,2
1.02,Very Good,F,VVS1,62.4,58.0,8990,6.38,6.41,3.99,9.103868127465667,2,4,6
1.2,Good,F,VS2,62.3,57.0,8990,6.74,6.78,4.21,9.103868127465667,1,4,3
1.12,Ideal,E,VS1,61.3,56.0,8991,6.7,6.72,4.11,9.103979355984773,4,5,4
1.59,Very Good,E,SI2,61.1,57.0,8994,7.48,7.54,4.59,9.104312967330653,2,5,1
1.19,Good,G,VVS2,61.1,61.0,8995,6.86,6.83,4.18,9.104424146384634,1,3,5
1.53,Premium,E,SI2,58.9,59.0,8996,7.63,7.55,4.47,9.104535313079205,3,5,1
1.53,Fair,I,VS2,57.7,69.0,8996,7.6,7.51,4.36,9.104535313079205,0,1,3
1.51,Premium,I,VS2,62.3,60.0,8997,7.35,7.29,4.56,9.104646467417119,3,1,3
1.03,Very Good,F,VVS2,61.5,55.0,8998,6.48,6.57,4.01,9.104757609401117,2,4,5
1.07,Ideal,E,VS1,60.0,58.0,8998,6.66,6.7,4.01,9.104757609401117,4,5,4
1.08,Premium,D,VS1,61.0,59.0,8999,6.66,6.61,4.05,9.104868739033948,3,6,4
1.05,Ideal,G,VVS2,60.4,54.0,9000,6.6,6.65,4.0,9.104979856318357,4,3,5
1.53,Very Good,D,SI2,62.9,56.0,9001,7.25,7.31,4.58,9.105090961257085,2,6,1
1.01,Very Good,E,VVS2,61.5,58.0,9002,6.4,6.44,3.95,9.105202053852878,2,5,5
1.22,Ideal,G,VS1,60.7,57.0,9002,6.93,6.94,4.21,9.105202053852878,4,3,4
1.21,Premium,G,VVS1,60.1,61.0,9003,6.92,6.85,4.14,9.105313134108476,3,3,6
1.61,Good,H,SI2,63.8,62.0,9005,7.35,7.38,4.7,9.105535257610056,1,2,1
1.04,Ideal,F,VVS2,61.2,57.0,9005,6.5,6.53,3.99,9.105535257610056,4,4,5
1.2,Very Good,F,VS2,61.8,58.0,9007,6.75,6.78,4.18,9.105757331783742,2,4,3
1.12,Ideal,F,VS1,61.8,56.0,9007,6.67,6.69,4.13,9.105757331783742,4,4,4
1.25,Premium,G,VS1,61.8,58.0,9009,6.91,6.94,4.28,9.10597935665144,3,3,4
1.5,Very Good,D,SI2,58.7,57.0,9009,7.42,7.48,4.37,9.10597935665144,2,6,1
1.2,Ideal,G,VVS1,62.2,57.0,9009,6.77,6.81,4.22,9.10597935665144,4,3,6
1.01,Good,F,VVS1,63.2,56.0,9012,6.33,6.39,4.02,9.106312301552135,1,4,6
1.05,Ideal,G,IF,62.5,56.0,9012,6.52,6.48,4.06,9.106312301552135,4,3,7
1.05,Premium,G,IF,60.6,60.0,9012,6.59,6.57,3.99,9.106312301552135,3,3,7
1.05,Very Good,G,IF,58.9,61.0,9013,6.64,6.67,3.92,9.10642325855641,2,3,7
1.14,Ideal,G,VVS2,61.0,56.0,9013,6.74,6.76,4.12,9.10642325855641,4,3,5
1.01,Premium,F,VVS2,62.1,52.0,9013,6.5,6.45,4.02,9.10642325855641,3,4,5
1.0,Ideal,F,VVS2,59.7,60.0,9014,6.48,6.52,3.88,9.106534203250593,4,4,5
1.52,Premium,J,VS1,62.5,58.0,9014,7.37,7.34,4.6,9.106534203250593,3,0,4
1.23,Premium,F,VS2,59.6,58.0,9016,7.02,6.94,4.16,9.106756055719613,3,4,3
1.6,Premium,H,SI1,62.1,60.0,9017,7.54,7.49,4.66,9.106866963499908,3,2,2
1.53,Premium,I,SI1,62.6,57.0,9022,7.38,7.29,4.59,9.107421317968342,3,1,2
1.16,Very Good,G,VVS1,60.7,56.0,9023,6.77,6.83,4.13,9.107532151994501,2,3,6
1.15,Premium,G,VVS1,60.8,58.0,9025,6.77,6.74,4.11,9.107753783201082,3,3,6
1.21,Ideal,G,VS1,62.2,56.0,9026,6.87,6.85,4.26,9.107864580386947,4,3,4
1.55,Premium,I,SI1,62.5,60.0,9027,7.35,7.33,4.59,9.107975365298154,3,1,2
1.52,Premium,E,SI2,60.8,60.0,9028,7.36,7.42,4.49,9.108086137937427,3,5,1
1.5,Good,F,SI2,61.2,63.0,9028,7.33,7.41,4.51,9.108086137937427,1,4,1
1.52,Good,F,SI2,58.2,60.0,9028,7.52,7.63,4.41,9.108086137937427,1,4,1
1.12,Ideal,F,VS1,62.1,54.0,9030,6.66,6.73,4.16,9.108307646411031,4,4,4
1.52,Very Good,D,SI2,63.2,58.0,9030,7.31,7.25,4.6,9.108307646411031,2,6,1
1.52,Very Good,D,SI2,61.2,63.0,9030,7.39,7.31,4.5,9.108307646411031,2,6,1
1.23,Ideal,G,VS1,62.0,56.0,9030,6.92,6.86,4.27,9.108307646411031,4,3,4
1.25,Ideal,G,VS2,62.4,55.0,9030,6.93,6.86,4.3,9.108307646411031,4,3,3
1.26,Ideal,G,VS1,61.2,57.0,9032,7.03,6.95,4.28,9.108529105829499,4,3,4
1.28,Premium,G,VS2,62.2,59.0,9032,6.94,6.89,4.3,9.108529105829499,3,3,3
1.6,Premium,J,VS1,61.3,59.0,9032,7.52,7.49,4.6,9.108529105829499,3,0,4
1.05,Ideal,F,VVS2,61.9,57.0,9032,6.52,6.5,4.03,9.108529105829499,4,4,5
1.2,Ideal,F,VS1,62.9,53.0,9032,6.86,6.81,4.3,9.108529105829499,4,4,4
1.5,Very Good,I,VS1,62.8,58.0,9033,7.17,7.23,4.52,9.108639817149843,2,1,4
1.62,Very Good,D,SI2,61.2,61.0,9034,7.53,7.6,4.63,9.108750516214549,2,6,1
1.5,Very Good,H,SI1,61.4,57.0,9035,7.27,7.33,4.48,9.10886120302633,2,2,2
1.08,Ideal,G,IF,61.3,57.0,9035,6.62,6.59,4.05,9.10886120302633,4,3,7
2.16,Ideal,F,I1,61.0,57.0,9036,8.4,8.32,5.1,9.108971877587894,4,4,0
1.58,Very Good,G,SI2,60.0,53.0,9037,7.59,7.64,4.57,9.109082539901955,2,3,1
1.14,Ideal,G,VVS1,61.0,56.0,9037,6.75,6.8,4.13,9.109082539901955,4,3,6
1.23,Premium,E,VS2,61.7,57.0,9037,6.87,6.84,4.23,9.109082539901955,3,5,3
1.91,Premium,G,SI2,61.9,58.0,9038,7.9,7.84,4.87,9.109193189971226,3,3,1
1.2,Ideal,G,VS1,61.7,55.0,9038,6.92,6.88,4.26,9.109193189971226,4,3,4
1.04,Premium,G,IF,61.3,58.0,9039,6.52,6.43,3.97,9.109303827798412,3,3,7
1.01,Ideal,F,VVS2,59.6,60.0,9040,6.56,6.52,3.9,9.109414453386222,4,4,5
1.08,Ideal,H,VVS1,61.8,57.0,9041,6.55,6.59,4.06,9.109525066737367,4,2,6
1.55,Premium,H,VS1,58.4,61.0,9041,7.64,7.59,4.45,9.109525066737367,3,2,4
1.02,Very Good,F,VVS2,61.0,54.0,9043,6.53,6.58,4.0,9.10974625674048,2,4,5
1.55,Ideal,H,SI2,62.0,58.0,9044,7.44,7.39,4.6,9.10985683339786,4,2,1
1.55,Fair,H,SI2,64.6,58.0,9045,7.28,7.21,4.68,9.109967397829395,0,2,1
1.37,Very Good,H,VS1,62.0,59.0,9046,7.08,7.12,4.4,9.11007795003779,2,2,4
1.13,Ideal,G,VVS1,61.2,57.0,9049,6.65,6.72,4.09,9.110409533351133,4,3,6
1.1,Very Good,G,VVS2,60.5,55.7,9050,6.7,6.76,4.07,9.110520036693972,2,3,5
1.0,Premium,E,VVS2,61.6,59.0,9050,6.46,6.42,3.97,9.110520036693972,3,5,5
1.0,Premium,E,VVS2,62.7,60.0,9050,6.34,6.32,3.97,9.110520036693972,3,5,5
1.3,Premium,G,VS2,60.9,60.0,9051,6.99,7.04,4.27,9.11063052782717,3,3,3
1.1,Ideal,G,VVS2,61.6,56.0,9051,6.62,6.69,4.1,9.11063052782717,4,3,5
1.76,Very Good,J,SI2,60.9,60.0,9053,7.79,7.83,4.76,9.11085147347544,2,0,1
1.1,Very Good,G,IF,59.8,56.0,9053,6.75,6.82,4.06,9.11085147347544,2,3,7
1.5,Premium,I,VS2,62.5,59.0,9055,7.3,7.26,4.55,9.111072370317514,3,1,3
1.54,Premium,F,SI2,61.1,58.0,9055,7.47,7.36,4.53,9.111072370317514,3,4,1
1.11,Ideal,F,VS2,61.8,56.0,9057,6.66,6.7,4.13,9.111293218374948,4,4,3
1.52,Ideal,F,SI2,61.2,57.0,9057,7.45,7.39,4.54,9.111293218374948,4,4,1
1.52,Premium,I,VS2,59.0,59.0,9057,7.53,7.46,4.42,9.111293218374948,3,1,3
1.51,Very Good,E,SI2,62.8,59.0,9058,7.24,7.31,4.57,9.111403624116159,2,5,1
1.3,Ideal,G,VS2,61.9,55.0,9060,7.01,7.04,4.35,9.111624399037025,4,3,3
1.01,Very Good,G,IF,61.1,56.0,9063,6.45,6.48,3.95,9.111955470054781,2,3,7
1.01,Very Good,F,VVS2,61.1,58.0,9065,6.43,6.47,3.94,9.112176123188952,2,4,5
1.01,Premium,F,VVS2,60.4,59.0,9065,6.45,6.49,3.91,9.112176123188952,3,4,5
1.52,Ideal,I,SI1,61.2,55.4,9067,7.38,7.45,4.54,9.112396727646056,4,1,2
2.28,Good,J,SI2,63.6,57.0,9068,8.37,8.32,5.31,9.11250701162742,1,0,1
1.15,Very Good,G,VVS2,63.2,58.0,9068,6.68,6.61,4.2,9.11250701162742,2,3,5
1.51,Good,I,SI1,63.9,59.0,9069,7.18,7.26,4.61,9.112617283447568,1,1,2
1.51,Ideal,I,VS2,62.6,56.0,9069,7.27,7.32,4.57,9.112617283447568,4,1,3
1.51,Very Good,G,SI2,62.4,56.0,9069,7.25,7.29,4.54,9.112617283447568,2,3,1
1.51,Good,D,SI2,62.1,60.0,9069,7.25,7.3,4.52,9.112617283447568,1,6,1
1.14,Ideal,F,VVS2,61.4,57.0,9070,6.76,6.72,4.14,9.112727543109182,4,4,5
1.78,Good,G,SI2,63.8,57.0,9071,7.73,7.62,4.9,9.112837790614945,1,3,1
1.26,Very Good,F,VS2,61.4,59.0,9071,6.86,6.96,4.24,9.112837790614945,2,4,3
1.5,Premium,G,SI2,61.8,59.0,9072,7.29,7.21,4.48,9.112948025967533,3,3,1
1.5,Good,E,SI2,63.9,58.0,9072,7.26,7.21,4.62,9.112948025967533,1,5,1
1.5,Premium,E,SI2,63.0,59.0,9072,7.24,7.18,4.54,9.112948025967533,3,5,1
1.5,Premium,E,SI2,62.4,62.0,9072,7.29,7.21,4.53,9.112948025967533,3,5,1
2.25,Ideal,E,I1,61.4,54.0,9072,8.52,8.46,5.21,9.112948025967533,4,5,0
1.24,Ideal,F,VS2,61.4,57.0,9073,6.98,6.86,4.25,9.11305824916963,4,4,3
1.14,Ideal,F,VS1,61.7,55.0,9074,6.68,6.71,4.13,9.113168460223909,4,4,4
1.16,Ideal,G,VVS1,60.5,57.0,9075,6.78,6.83,4.12,9.113278659133051,4,3,6
1.01,Very Good,E,VVS2,60.2,60.0,9076,6.46,6.5,3.9,9.113388845899733,2,5,5
1.57,Very Good,H,SI2,58.6,62.0,9077,7.71,7.64,4.5,9.113499020526627,2,2,1
1.01,Ideal,F,VS1,62.2,56.0,9077,6.4,6.46,4.0,9.113499020526627,4,4,4
1.07,Ideal,D,VS1,61.8,57.0,9077,6.55,6.58,4.06,9.113499020526627,4,6,4
1.26,Ideal,G,VS1,61.6,56.0,9078,6.96,7.03,4.31,9.113609183016411,4,3,4
2.17,Premium,F,I1,60.7,59.0,9078,8.43,8.35,5.09,9.113609183016411,3,4,0
